Source,Target,Type,Kind,Id,Label,Weight 
426,427,Undirected,rank-8,4126,rank-8,1.0
428,429,Undirected,rank-8,4127,rank-8,1.0
428,430,Undirected,rank-8,4128,rank-8,2.0
428,431,Undirected,rank-8,4129,rank-8,2.0
429,430,Undirected,rank-8,4130,rank-8,1.0
429,431,Undirected,rank-8,4131,rank-8,1.0
429,709,Undirected,rank-8,4132,rank-8,2.0
429,710,Undirected,rank-8,4133,rank-8,3.0
430,431,Undirected,rank-8,4134,rank-8,3.0
434,468,Undirected,rank-8,4135,rank-8,13.0
434,522,Undirected,rank-8,4136,rank-8,10.0
434,524,Undirected,rank-8,4137,rank-8,9.0
434,551,Undirected,rank-8,4138,rank-8,1.0
434,552,Undirected,rank-8,4139,rank-8,1.0
434,623,Undirected,rank-8,4140,rank-8,1.0
434,624,Undirected,rank-8,4141,rank-8,1.0
434,700,Undirected,rank-8,4142,rank-8,3.0
434,701,Undirected,rank-8,4143,rank-8,3.0
434,702,Undirected,rank-8,4144,rank-8,3.0
434,703,Undirected,rank-8,4145,rank-8,3.0
434,725,Undirected,rank-8,4146,rank-8,3.0
434,770,Undirected,rank-8,4147,rank-8,3.0
434,839,Undirected,rank-8,4148,rank-8,2.0
434,840,Undirected,rank-8,4149,rank-8,2.0
434,841,Undirected,rank-8,4150,rank-8,2.0
434,842,Undirected,rank-8,4151,rank-8,2.0
436,656,Undirected,rank-8,4152,rank-8,1.0
436,657,Undirected,rank-8,4153,rank-8,1.0
437,438,Undirected,rank-8,4154,rank-8,5.0
437,633,Undirected,rank-8,4155,rank-8,2.0
437,646,Undirected,rank-8,4156,rank-8,3.0
438,633,Undirected,rank-8,4157,rank-8,4.0
438,646,Undirected,rank-8,4158,rank-8,5.0
439,440,Undirected,rank-8,4159,rank-8,1.0
441,442,Undirected,rank-8,4160,rank-8,2.0
444,445,Undirected,rank-8,4161,rank-8,2.0
444,775,Undirected,rank-8,4162,rank-8,1.0
444,776,Undirected,rank-8,4163,rank-8,1.0
445,775,Undirected,rank-8,4164,rank-8,1.0
445,776,Undirected,rank-8,4165,rank-8,1.0
446,447,Undirected,rank-8,4166,rank-8,12.0
446,561,Undirected,rank-8,4167,rank-8,1.0
447,561,Undirected,rank-8,4168,rank-8,1.0
448,449,Undirected,rank-8,4169,rank-8,2.0
448,450,Undirected,rank-8,4170,rank-8,3.0
449,450,Undirected,rank-8,4171,rank-8,2.0
451,452,Undirected,rank-8,4172,rank-8,1.0
451,453,Undirected,rank-8,4173,rank-8,1.0
452,453,Undirected,rank-8,4174,rank-8,3.0
452,454,Undirected,rank-8,4175,rank-8,1.0
452,472,Undirected,rank-8,4176,rank-8,1.0
452,787,Undirected,rank-8,4177,rank-8,1.0
453,454,Undirected,rank-8,4178,rank-8,6.0
453,472,Undirected,rank-8,4179,rank-8,4.0
453,787,Undirected,rank-8,4180,rank-8,3.0
454,472,Undirected,rank-8,4181,rank-8,3.0
454,787,Undirected,rank-8,4182,rank-8,3.0
455,614,Undirected,rank-8,4183,rank-8,1.0
455,615,Undirected,rank-8,4184,rank-8,1.0
456,457,Undirected,rank-8,4185,rank-8,1.0
456,479,Undirected,rank-8,4186,rank-8,1.0
456,813,Undirected,rank-8,4187,rank-8,1.0
457,479,Undirected,rank-8,4188,rank-8,1.0
461,462,Undirected,rank-8,4189,rank-8,1.0
461,463,Undirected,rank-8,4190,rank-8,1.0
462,463,Undirected,rank-8,4191,rank-8,1.0
463,596,Undirected,rank-8,4192,rank-8,2.0
464,465,Undirected,rank-8,4193,rank-8,1.0
464,466,Undirected,rank-8,4194,rank-8,1.0
464,467,Undirected,rank-8,4195,rank-8,1.0
464,468,Undirected,rank-8,4196,rank-8,1.0
465,466,Undirected,rank-8,4197,rank-8,1.0
465,467,Undirected,rank-8,4198,rank-8,1.0
465,468,Undirected,rank-8,4199,rank-8,1.0
466,467,Undirected,rank-8,4200,rank-8,1.0
466,468,Undirected,rank-8,4201,rank-8,1.0
467,468,Undirected,rank-8,4202,rank-8,8.0
467,522,Undirected,rank-8,4203,rank-8,3.0
467,523,Undirected,rank-8,4204,rank-8,4.0
467,524,Undirected,rank-8,4205,rank-8,7.0
467,525,Undirected,rank-8,4206,rank-8,1.0
467,539,Undirected,rank-8,4207,rank-8,2.0
467,571,Undirected,rank-8,4208,rank-8,1.0
467,639,Undirected,rank-8,4209,rank-8,2.0
467,640,Undirected,rank-8,4210,rank-8,1.0
467,764,Undirected,rank-8,4211,rank-8,2.0
467,765,Undirected,rank-8,4212,rank-8,2.0
467,990,Undirected,rank-8,4213,rank-8,1.0
467,991,Undirected,rank-8,4214,rank-8,1.0
468,522,Undirected,rank-8,4215,rank-8,8.0
468,523,Undirected,rank-8,4216,rank-8,4.0
468,524,Undirected,rank-8,4217,rank-8,10.0
468,525,Undirected,rank-8,4218,rank-8,2.0
468,539,Undirected,rank-8,4219,rank-8,2.0
468,578,Undirected,rank-8,4220,rank-8,1.0
468,579,Undirected,rank-8,4221,rank-8,1.0
468,990,Undirected,rank-8,4222,rank-8,1.0
468,991,Undirected,rank-8,4223,rank-8,1.0
469,470,Undirected,rank-8,4224,rank-8,7.0
469,471,Undirected,rank-8,4225,rank-8,8.0
469,486,Undirected,rank-8,4226,rank-8,1.0
469,487,Undirected,rank-8,4227,rank-8,1.0
469,621,Undirected,rank-8,4228,rank-8,1.0
469,622,Undirected,rank-8,4229,rank-8,1.0
469,623,Undirected,rank-8,4230,rank-8,1.0
469,624,Undirected,rank-8,4231,rank-8,1.0
469,770,Undirected,rank-8,4232,rank-8,3.0
469,811,Undirected,rank-8,4233,rank-8,1.0
469,812,Undirected,rank-8,4234,rank-8,1.0
469,821,Undirected,rank-8,4235,rank-8,1.0
469,822,Undirected,rank-8,4236,rank-8,1.0
469,823,Undirected,rank-8,4237,rank-8,1.0
469,824,Undirected,rank-8,4238,rank-8,1.0
470,471,Undirected,rank-8,4239,rank-8,8.0
470,486,Undirected,rank-8,4240,rank-8,1.0
470,487,Undirected,rank-8,4241,rank-8,1.0
470,621,Undirected,rank-8,4242,rank-8,1.0
470,622,Undirected,rank-8,4243,rank-8,1.0
470,623,Undirected,rank-8,4244,rank-8,1.0
470,624,Undirected,rank-8,4245,rank-8,1.0
470,770,Undirected,rank-8,4246,rank-8,3.0
470,811,Undirected,rank-8,4247,rank-8,1.0
470,812,Undirected,rank-8,4248,rank-8,1.0
470,821,Undirected,rank-8,4249,rank-8,1.0
470,822,Undirected,rank-8,4250,rank-8,1.0
470,823,Undirected,rank-8,4251,rank-8,1.0
470,824,Undirected,rank-8,4252,rank-8,1.0
471,480,Undirected,rank-8,4253,rank-8,2.0
471,481,Undirected,rank-8,4254,rank-8,1.0
471,486,Undirected,rank-8,4255,rank-8,2.0
471,487,Undirected,rank-8,4256,rank-8,3.0
471,621,Undirected,rank-8,4257,rank-8,1.0
471,622,Undirected,rank-8,4258,rank-8,1.0
471,623,Undirected,rank-8,4259,rank-8,1.0
471,624,Undirected,rank-8,4260,rank-8,1.0
471,770,Undirected,rank-8,4261,rank-8,3.0
471,781,Undirected,rank-8,4262,rank-8,2.0
471,811,Undirected,rank-8,4263,rank-8,1.0
471,812,Undirected,rank-8,4264,rank-8,1.0
471,821,Undirected,rank-8,4265,rank-8,1.0
471,822,Undirected,rank-8,4266,rank-8,1.0
471,823,Undirected,rank-8,4267,rank-8,1.0
471,824,Undirected,rank-8,4268,rank-8,1.0
472,787,Undirected,rank-8,4269,rank-8,4.0
474,475,Undirected,rank-8,4270,rank-8,1.0
474,476,Undirected,rank-8,4271,rank-8,1.0
474,488,Undirected,rank-8,4272,rank-8,6.0
474,631,Undirected,rank-8,4273,rank-8,6.0
474,632,Undirected,rank-8,4274,rank-8,6.0
474,771,Undirected,rank-8,4275,rank-8,2.0
474,1000,Undirected,rank-8,4276,rank-8,1.0
474,1001,Undirected,rank-8,4277,rank-8,1.0
475,476,Undirected,rank-8,4278,rank-8,5.0
475,488,Undirected,rank-8,4279,rank-8,1.0
475,631,Undirected,rank-8,4280,rank-8,1.0
475,632,Undirected,rank-8,4281,rank-8,1.0
475,674,Undirected,rank-8,4282,rank-8,1.0
475,1000,Undirected,rank-8,4283,rank-8,1.0
475,1001,Undirected,rank-8,4284,rank-8,1.0
476,488,Undirected,rank-8,4285,rank-8,1.0
476,631,Undirected,rank-8,4286,rank-8,1.0
476,632,Undirected,rank-8,4287,rank-8,1.0
476,674,Undirected,rank-8,4288,rank-8,2.0
476,1000,Undirected,rank-8,4289,rank-8,1.0
476,1001,Undirected,rank-8,4290,rank-8,1.0
480,481,Undirected,rank-8,4291,rank-8,1.0
480,781,Undirected,rank-8,4292,rank-8,2.0
481,781,Undirected,rank-8,4293,rank-8,1.0
482,483,Undirected,rank-8,4294,rank-8,3.0
482,614,Undirected,rank-8,4295,rank-8,2.0
482,615,Undirected,rank-8,4296,rank-8,2.0
482,821,Undirected,rank-8,4297,rank-8,1.0
482,822,Undirected,rank-8,4298,rank-8,1.0
482,823,Undirected,rank-8,4299,rank-8,1.0
482,824,Undirected,rank-8,4300,rank-8,1.0
483,614,Undirected,rank-8,4301,rank-8,2.0
483,615,Undirected,rank-8,4302,rank-8,2.0
483,821,Undirected,rank-8,4303,rank-8,2.0
483,822,Undirected,rank-8,4304,rank-8,2.0
483,823,Undirected,rank-8,4305,rank-8,2.0
483,824,Undirected,rank-8,4306,rank-8,2.0
485,587,Undirected,rank-8,4307,rank-8,2.0
485,804,Undirected,rank-8,4308,rank-8,1.0
486,487,Undirected,rank-8,4309,rank-8,3.0
486,770,Undirected,rank-8,4310,rank-8,1.0
487,770,Undirected,rank-8,4311,rank-8,1.0
488,489,Undirected,rank-8,4312,rank-8,19.0
488,490,Undirected,rank-8,4313,rank-8,19.0
488,545,Undirected,rank-8,4314,rank-8,1.0
488,546,Undirected,rank-8,4315,rank-8,1.0
488,551,Undirected,rank-8,4316,rank-8,1.0
488,552,Undirected,rank-8,4317,rank-8,1.0
488,631,Undirected,rank-8,4318,rank-8,8.0
488,632,Undirected,rank-8,4319,rank-8,7.0
488,700,Undirected,rank-8,4320,rank-8,8.0
488,701,Undirected,rank-8,4321,rank-8,7.0
488,702,Undirected,rank-8,4322,rank-8,8.0
488,703,Undirected,rank-8,4323,rank-8,8.0
488,704,Undirected,rank-8,4324,rank-8,1.0
488,705,Undirected,rank-8,4325,rank-8,1.0
488,706,Undirected,rank-8,4326,rank-8,1.0
488,707,Undirected,rank-8,4327,rank-8,2.0
488,708,Undirected,rank-8,4328,rank-8,2.0
488,712,Undirected,rank-8,4329,rank-8,1.0
488,713,Undirected,rank-8,4330,rank-8,1.0
488,725,Undirected,rank-8,4331,rank-8,3.0
488,741,Undirected,rank-8,4332,rank-8,1.0
488,753,Undirected,rank-8,4333,rank-8,3.0
488,770,Undirected,rank-8,4334,rank-8,10.0
488,771,Undirected,rank-8,4335,rank-8,2.0
488,789,Undirected,rank-8,4336,rank-8,1.0
488,795,Undirected,rank-8,4337,rank-8,6.0
488,796,Undirected,rank-8,4338,rank-8,6.0
488,835,Undirected,rank-8,4339,rank-8,8.0
488,836,Undirected,rank-8,4340,rank-8,8.0
488,839,Undirected,rank-8,4341,rank-8,2.0
488,840,Undirected,rank-8,4342,rank-8,2.0
488,841,Undirected,rank-8,4343,rank-8,2.0
488,842,Undirected,rank-8,4344,rank-8,2.0
488,873,Undirected,rank-8,4345,rank-8,1.0
488,874,Undirected,rank-8,4346,rank-8,1.0
488,1000,Undirected,rank-8,4347,rank-8,1.0
488,1001,Undirected,rank-8,4348,rank-8,1.0
489,490,Undirected,rank-8,4349,rank-8,21.0
489,545,Undirected,rank-8,4350,rank-8,1.0
489,546,Undirected,rank-8,4351,rank-8,1.0
489,700,Undirected,rank-8,4352,rank-8,7.0
489,701,Undirected,rank-8,4353,rank-8,6.0
489,702,Undirected,rank-8,4354,rank-8,7.0
489,703,Undirected,rank-8,4355,rank-8,7.0
489,705,Undirected,rank-8,4356,rank-8,1.0
489,706,Undirected,rank-8,4357,rank-8,1.0
489,707,Undirected,rank-8,4358,rank-8,2.0
489,708,Undirected,rank-8,4359,rank-8,2.0
489,712,Undirected,rank-8,4360,rank-8,1.0
489,713,Undirected,rank-8,4361,rank-8,1.0
489,725,Undirected,rank-8,4362,rank-8,1.0
489,753,Undirected,rank-8,4363,rank-8,2.0
489,770,Undirected,rank-8,4364,rank-8,10.0
489,789,Undirected,rank-8,4365,rank-8,1.0
489,795,Undirected,rank-8,4366,rank-8,5.0
489,796,Undirected,rank-8,4367,rank-8,5.0
489,835,Undirected,rank-8,4368,rank-8,8.0
489,836,Undirected,rank-8,4369,rank-8,8.0
490,545,Undirected,rank-8,4370,rank-8,1.0
490,546,Undirected,rank-8,4371,rank-8,1.0
490,700,Undirected,rank-8,4372,rank-8,7.0
490,701,Undirected,rank-8,4373,rank-8,6.0
490,702,Undirected,rank-8,4374,rank-8,7.0
490,703,Undirected,rank-8,4375,rank-8,7.0
490,705,Undirected,rank-8,4376,rank-8,1.0
490,706,Undirected,rank-8,4377,rank-8,1.0
490,707,Undirected,rank-8,4378,rank-8,2.0
490,708,Undirected,rank-8,4379,rank-8,2.0
490,712,Undirected,rank-8,4380,rank-8,1.0
490,713,Undirected,rank-8,4381,rank-8,1.0
490,725,Undirected,rank-8,4382,rank-8,1.0
490,753,Undirected,rank-8,4383,rank-8,2.0
490,770,Undirected,rank-8,4384,rank-8,10.0
490,789,Undirected,rank-8,4385,rank-8,1.0
490,795,Undirected,rank-8,4386,rank-8,5.0
490,796,Undirected,rank-8,4387,rank-8,5.0
490,835,Undirected,rank-8,4388,rank-8,8.0
490,836,Undirected,rank-8,4389,rank-8,8.0
492,493,Undirected,rank-8,4390,rank-8,1.0
492,603,Undirected,rank-8,4391,rank-8,1.0
492,604,Undirected,rank-8,4392,rank-8,2.0
494,495,Undirected,rank-8,4393,rank-8,1.0
496,805,Undirected,rank-8,4394,rank-8,1.0
496,806,Undirected,rank-8,4395,rank-8,1.0
496,987,Undirected,rank-8,4396,rank-8,1.0
496,988,Undirected,rank-8,4397,rank-8,1.0
496,989,Undirected,rank-8,4398,rank-8,1.0
498,641,Undirected,rank-8,4399,rank-8,1.0
503,504,Undirected,rank-8,4400,rank-8,4.0
507,526,Undirected,rank-8,4401,rank-8,4.0
507,527,Undirected,rank-8,4402,rank-8,9.0
508,522,Undirected,rank-8,4403,rank-8,3.0
509,510,Undirected,rank-8,4404,rank-8,3.0
509,511,Undirected,rank-8,4405,rank-8,2.0
510,511,Undirected,rank-8,4406,rank-8,3.0
516,517,Undirected,rank-8,4407,rank-8,1.0
518,519,Undirected,rank-8,4408,rank-8,1.0
520,521,Undirected,rank-8,4409,rank-8,5.0
522,523,Undirected,rank-8,4410,rank-8,1.0
522,524,Undirected,rank-8,4411,rank-8,6.0
522,525,Undirected,rank-8,4412,rank-8,1.0
522,539,Undirected,rank-8,4413,rank-8,2.0
523,524,Undirected,rank-8,4414,rank-8,5.0
523,525,Undirected,rank-8,4415,rank-8,2.0
523,578,Undirected,rank-8,4416,rank-8,1.0
523,579,Undirected,rank-8,4417,rank-8,1.0
523,990,Undirected,rank-8,4418,rank-8,1.0
523,991,Undirected,rank-8,4419,rank-8,1.0
524,525,Undirected,rank-8,4420,rank-8,1.0
524,539,Undirected,rank-8,4421,rank-8,2.0
524,578,Undirected,rank-8,4422,rank-8,1.0
524,579,Undirected,rank-8,4423,rank-8,1.0
524,585,Undirected,rank-8,4424,rank-8,1.0
524,586,Undirected,rank-8,4425,rank-8,1.0
524,990,Undirected,rank-8,4426,rank-8,1.0
524,991,Undirected,rank-8,4427,rank-8,1.0
525,996,Undirected,rank-8,4428,rank-8,1.0
525,997,Undirected,rank-8,4429,rank-8,1.0
526,527,Undirected,rank-8,4430,rank-8,4.0
528,529,Undirected,rank-8,4431,rank-8,1.0
528,683,Undirected,rank-8,4432,rank-8,1.0
528,684,Undirected,rank-8,4433,rank-8,1.0
529,683,Undirected,rank-8,4434,rank-8,1.0
529,684,Undirected,rank-8,4435,rank-8,1.0
530,531,Undirected,rank-8,4436,rank-8,9.0
530,532,Undirected,rank-8,4437,rank-8,10.0
530,700,Undirected,rank-8,4438,rank-8,7.0
530,701,Undirected,rank-8,4439,rank-8,6.0
530,702,Undirected,rank-8,4440,rank-8,7.0
530,703,Undirected,rank-8,4441,rank-8,7.0
530,725,Undirected,rank-8,4442,rank-8,7.0
530,741,Undirected,rank-8,4443,rank-8,6.0
530,809,Undirected,rank-8,4444,rank-8,1.0
530,810,Undirected,rank-8,4445,rank-8,2.0
531,532,Undirected,rank-8,4446,rank-8,10.0
531,700,Undirected,rank-8,4447,rank-8,7.0
531,701,Undirected,rank-8,4448,rank-8,6.0
531,702,Undirected,rank-8,4449,rank-8,7.0
531,703,Undirected,rank-8,4450,rank-8,7.0
531,725,Undirected,rank-8,4451,rank-8,7.0
531,741,Undirected,rank-8,4452,rank-8,6.0
531,809,Undirected,rank-8,4453,rank-8,1.0
531,810,Undirected,rank-8,4454,rank-8,2.0
532,658,Undirected,rank-8,4455,rank-8,1.0
532,659,Undirected,rank-8,4456,rank-8,2.0
532,700,Undirected,rank-8,4457,rank-8,8.0
532,701,Undirected,rank-8,4458,rank-8,7.0
532,702,Undirected,rank-8,4459,rank-8,8.0
532,703,Undirected,rank-8,4460,rank-8,8.0
532,725,Undirected,rank-8,4461,rank-8,8.0
532,741,Undirected,rank-8,4462,rank-8,7.0
532,809,Undirected,rank-8,4463,rank-8,1.0
532,810,Undirected,rank-8,4464,rank-8,2.0
533,535,Undirected,rank-8,4465,rank-8,4.0
533,591,Undirected,rank-8,4466,rank-8,4.0
533,592,Undirected,rank-8,4467,rank-8,4.0
533,593,Undirected,rank-8,4468,rank-8,4.0
533,594,Undirected,rank-8,4469,rank-8,4.0
533,595,Undirected,rank-8,4470,rank-8,4.0
535,591,Undirected,rank-8,4471,rank-8,4.0
535,592,Undirected,rank-8,4472,rank-8,4.0
535,593,Undirected,rank-8,4473,rank-8,4.0
535,594,Undirected,rank-8,4474,rank-8,4.0
535,595,Undirected,rank-8,4475,rank-8,4.0
536,537,Undirected,rank-8,4476,rank-8,1.0
536,538,Undirected,rank-8,4477,rank-8,1.0
537,538,Undirected,rank-8,4478,rank-8,1.0
540,541,Undirected,rank-8,4479,rank-8,1.0
542,543,Undirected,rank-8,4480,rank-8,1.0
542,544,Undirected,rank-8,4481,rank-8,1.0
543,544,Undirected,rank-8,4482,rank-8,1.0
545,546,Undirected,rank-8,4483,rank-8,3.0
545,789,Undirected,rank-8,4484,rank-8,1.0
546,789,Undirected,rank-8,4485,rank-8,1.0
547,548,Undirected,rank-8,4486,rank-8,6.0
547,672,Undirected,rank-8,4487,rank-8,1.0
547,673,Undirected,rank-8,4488,rank-8,1.0
548,672,Undirected,rank-8,4489,rank-8,1.0
548,673,Undirected,rank-8,4490,rank-8,1.0
551,552,Undirected,rank-8,4491,rank-8,14.0
551,700,Undirected,rank-8,4492,rank-8,10.0
551,701,Undirected,rank-8,4493,rank-8,3.0
551,702,Undirected,rank-8,4494,rank-8,3.0
551,703,Undirected,rank-8,4495,rank-8,11.0
551,704,Undirected,rank-8,4496,rank-8,2.0
551,725,Undirected,rank-8,4497,rank-8,11.0
551,726,Undirected,rank-8,4498,rank-8,1.0
551,741,Undirected,rank-8,4499,rank-8,2.0
551,744,Undirected,rank-8,4500,rank-8,1.0
551,745,Undirected,rank-8,4501,rank-8,1.0
551,747,Undirected,rank-8,4502,rank-8,1.0
551,748,Undirected,rank-8,4503,rank-8,1.0
551,770,Undirected,rank-8,4504,rank-8,3.0
551,839,Undirected,rank-8,4505,rank-8,1.0
551,840,Undirected,rank-8,4506,rank-8,1.0
551,841,Undirected,rank-8,4507,rank-8,1.0
551,842,Undirected,rank-8,4508,rank-8,1.0
551,873,Undirected,rank-8,4509,rank-8,1.0
551,874,Undirected,rank-8,4510,rank-8,1.0
552,700,Undirected,rank-8,4511,rank-8,12.0
552,701,Undirected,rank-8,4512,rank-8,3.0
552,702,Undirected,rank-8,4513,rank-8,3.0
552,703,Undirected,rank-8,4514,rank-8,13.0
552,704,Undirected,rank-8,4515,rank-8,2.0
552,725,Undirected,rank-8,4516,rank-8,13.0
552,726,Undirected,rank-8,4517,rank-8,1.0
552,741,Undirected,rank-8,4518,rank-8,2.0
552,744,Undirected,rank-8,4519,rank-8,1.0
552,745,Undirected,rank-8,4520,rank-8,1.0
552,747,Undirected,rank-8,4521,rank-8,1.0
552,748,Undirected,rank-8,4522,rank-8,1.0
552,770,Undirected,rank-8,4523,rank-8,3.0
552,839,Undirected,rank-8,4524,rank-8,1.0
552,840,Undirected,rank-8,4525,rank-8,1.0
552,841,Undirected,rank-8,4526,rank-8,1.0
552,842,Undirected,rank-8,4527,rank-8,1.0
552,873,Undirected,rank-8,4528,rank-8,1.0
552,874,Undirected,rank-8,4529,rank-8,1.0
557,558,Undirected,rank-8,4530,rank-8,2.0
557,1015,Undirected,rank-8,4531,rank-8,1.0
557,1016,Undirected,rank-8,4532,rank-8,1.0
558,1015,Undirected,rank-8,4533,rank-8,1.0
558,1016,Undirected,rank-8,4534,rank-8,1.0
559,560,Undirected,rank-8,4535,rank-8,1.0
560,853,Undirected,rank-8,4536,rank-8,1.0
561,671,Undirected,rank-8,4537,rank-8,1.0
561,1070,Undirected,rank-8,4538,rank-8,1.0
562,563,Undirected,rank-8,4539,rank-8,2.0
562,564,Undirected,rank-8,4540,rank-8,1.0
563,564,Undirected,rank-8,4541,rank-8,1.0
565,566,Undirected,rank-8,4542,rank-8,1.0
569,570,Undirected,rank-8,4543,rank-8,3.0
574,575,Undirected,rank-8,4544,rank-8,1.0
576,577,Undirected,rank-8,4545,rank-8,2.0
576,816,Undirected,rank-8,4546,rank-8,1.0
576,817,Undirected,rank-8,4547,rank-8,1.0
576,833,Undirected,rank-8,4548,rank-8,1.0
576,834,Undirected,rank-8,4549,rank-8,1.0
577,816,Undirected,rank-8,4550,rank-8,1.0
577,817,Undirected,rank-8,4551,rank-8,1.0
577,833,Undirected,rank-8,4552,rank-8,1.0
577,834,Undirected,rank-8,4553,rank-8,1.0
578,579,Undirected,rank-8,4554,rank-8,1.0
580,680,Undirected,rank-8,4555,rank-8,3.0
583,584,Undirected,rank-8,4556,rank-8,1.0
585,586,Undirected,rank-8,4557,rank-8,2.0
587,804,Undirected,rank-8,4558,rank-8,1.0
589,590,Undirected,rank-8,4559,rank-8,2.0
591,592,Undirected,rank-8,4560,rank-8,4.0
591,593,Undirected,rank-8,4561,rank-8,4.0
591,594,Undirected,rank-8,4562,rank-8,4.0
591,595,Undirected,rank-8,4563,rank-8,4.0
592,593,Undirected,rank-8,4564,rank-8,4.0
592,594,Undirected,rank-8,4565,rank-8,4.0
592,595,Undirected,rank-8,4566,rank-8,4.0
593,594,Undirected,rank-8,4567,rank-8,4.0
593,595,Undirected,rank-8,4568,rank-8,4.0
594,595,Undirected,rank-8,4569,rank-8,4.0
603,604,Undirected,rank-8,4570,rank-8,3.0
603,671,Undirected,rank-8,4571,rank-8,1.0
604,671,Undirected,rank-8,4572,rank-8,1.0
614,615,Undirected,rank-8,4573,rank-8,3.0
614,821,Undirected,rank-8,4574,rank-8,1.0
614,822,Undirected,rank-8,4575,rank-8,1.0
614,823,Undirected,rank-8,4576,rank-8,1.0
614,824,Undirected,rank-8,4577,rank-8,1.0
615,821,Undirected,rank-8,4578,rank-8,1.0
615,822,Undirected,rank-8,4579,rank-8,1.0
615,823,Undirected,rank-8,4580,rank-8,1.0
615,824,Undirected,rank-8,4581,rank-8,1.0
616,617,Undirected,rank-8,4582,rank-8,1.0
621,622,Undirected,rank-8,4583,rank-8,18.0
621,623,Undirected,rank-8,4584,rank-8,16.0
621,624,Undirected,rank-8,4585,rank-8,15.0
621,700,Undirected,rank-8,4586,rank-8,10.0
621,701,Undirected,rank-8,4587,rank-8,9.0
621,702,Undirected,rank-8,4588,rank-8,9.0
621,703,Undirected,rank-8,4589,rank-8,10.0
621,714,Undirected,rank-8,4590,rank-8,11.0
621,725,Undirected,rank-8,4591,rank-8,9.0
621,732,Undirected,rank-8,4592,rank-8,11.0
621,733,Undirected,rank-8,4593,rank-8,11.0
621,739,Undirected,rank-8,4594,rank-8,8.0
621,770,Undirected,rank-8,4595,rank-8,2.0
621,814,Undirected,rank-8,4596,rank-8,1.0
621,815,Undirected,rank-8,4597,rank-8,1.0
621,868,Undirected,rank-8,4598,rank-8,5.0
622,623,Undirected,rank-8,4599,rank-8,16.0
622,624,Undirected,rank-8,4600,rank-8,15.0
622,700,Undirected,rank-8,4601,rank-8,10.0
622,701,Undirected,rank-8,4602,rank-8,9.0
622,702,Undirected,rank-8,4603,rank-8,9.0
622,703,Undirected,rank-8,4604,rank-8,10.0
622,714,Undirected,rank-8,4605,rank-8,12.0
622,725,Undirected,rank-8,4606,rank-8,9.0
622,732,Undirected,rank-8,4607,rank-8,12.0
622,733,Undirected,rank-8,4608,rank-8,12.0
622,739,Undirected,rank-8,4609,rank-8,8.0
622,770,Undirected,rank-8,4610,rank-8,2.0
622,814,Undirected,rank-8,4611,rank-8,1.0
622,815,Undirected,rank-8,4612,rank-8,1.0
622,868,Undirected,rank-8,4613,rank-8,2.0
623,624,Undirected,rank-8,4614,rank-8,16.0
623,700,Undirected,rank-8,4615,rank-8,10.0
623,701,Undirected,rank-8,4616,rank-8,9.0
623,702,Undirected,rank-8,4617,rank-8,9.0
623,703,Undirected,rank-8,4618,rank-8,10.0
623,714,Undirected,rank-8,4619,rank-8,11.0
623,725,Undirected,rank-8,4620,rank-8,9.0
623,732,Undirected,rank-8,4621,rank-8,11.0
623,733,Undirected,rank-8,4622,rank-8,11.0
623,739,Undirected,rank-8,4623,rank-8,7.0
623,770,Undirected,rank-8,4624,rank-8,3.0
623,814,Undirected,rank-8,4625,rank-8,1.0
623,815,Undirected,rank-8,4626,rank-8,1.0
624,700,Undirected,rank-8,4627,rank-8,10.0
624,701,Undirected,rank-8,4628,rank-8,9.0
624,702,Undirected,rank-8,4629,rank-8,9.0
624,703,Undirected,rank-8,4630,rank-8,10.0
624,714,Undirected,rank-8,4631,rank-8,10.0
624,725,Undirected,rank-8,4632,rank-8,9.0
624,732,Undirected,rank-8,4633,rank-8,10.0
624,733,Undirected,rank-8,4634,rank-8,10.0
624,739,Undirected,rank-8,4635,rank-8,7.0
624,770,Undirected,rank-8,4636,rank-8,3.0
624,814,Undirected,rank-8,4637,rank-8,1.0
624,815,Undirected,rank-8,4638,rank-8,1.0
627,628,Undirected,rank-8,4639,rank-8,1.0
627,629,Undirected,rank-8,4640,rank-8,1.0
628,629,Undirected,rank-8,4641,rank-8,1.0
631,632,Undirected,rank-8,4642,rank-8,9.0
631,771,Undirected,rank-8,4643,rank-8,3.0
631,919,Undirected,rank-8,4644,rank-8,1.0
631,992,Undirected,rank-8,4645,rank-8,2.0
631,993,Undirected,rank-8,4646,rank-8,1.0
631,1000,Undirected,rank-8,4647,rank-8,1.0
631,1001,Undirected,rank-8,4648,rank-8,1.0
632,771,Undirected,rank-8,4649,rank-8,3.0
632,992,Undirected,rank-8,4650,rank-8,2.0
632,993,Undirected,rank-8,4651,rank-8,1.0
632,1000,Undirected,rank-8,4652,rank-8,1.0
632,1001,Undirected,rank-8,4653,rank-8,1.0
633,646,Undirected,rank-8,4654,rank-8,4.0
636,637,Undirected,rank-8,4655,rank-8,1.0
638,700,Undirected,rank-8,4656,rank-8,1.0
638,701,Undirected,rank-8,4657,rank-8,1.0
638,702,Undirected,rank-8,4658,rank-8,1.0
638,703,Undirected,rank-8,4659,rank-8,1.0
638,704,Undirected,rank-8,4660,rank-8,1.0
639,640,Undirected,rank-8,4661,rank-8,1.0
